,0
2708,No
2709,No
2710,Yes
2711,No
2712,Yes
2713,No
2714,Yes
2715,Yes
2716,No
2717,No
2718,No
2719,No
2720,No
2721,Yes
2722,No
2723,No
2724,No
2725,No
2726,No
2727,No
2728,Yes
2729,No
2730,No
2731,No
2732,No
2733,No
2734,Yes
2735,Yes
2736,No
2737,No
2738,No
2739,No
2740,No
2741,Yes
2742,No
2743,No
2744,No
2745,No
2746,Yes
2747,No
2748,No
2749,No
2750,No
2751,No
2752,Yes
2753,No
2754,Yes
2755,No
2756,No
2757,No
2758,No
2759,No
2760,Yes
2761,No
2762,Yes
2763,No
2764,No
2765,No
2766,No
2767,No
2768,Yes
2769,Yes
2770,Yes
2771,No
2772,Yes
2773,No
2774,No
2775,No
2776,No
2777,No
2778,No
2779,No
2780,No
2781,No
2782,No
2783,Yes
2784,No
2785,No
2786,No
2787,No
2788,No
2789,No
2790,No
2791,No
2792,Yes
2793,No
2794,No
2795,Yes
2796,No
2797,No
2798,No
2799,Yes
2800,Yes
2801,No
2802,No
2803,No
2804,No
2805,No
2806,No
2807,No
2808,No
2809,No
2810,Yes
2811,Yes
2812,Yes
2813,Yes
2814,No
2815,No
2816,Yes
2817,No
2818,No
2819,No
2820,Yes
2821,No
2822,Yes
2823,No
2824,Yes
2825,No
2826,No
2827,Yes
2828,No
2829,No
2830,No
2831,No
2832,No
2833,No
2834,No
2835,No
2836,No
2837,No
2838,No
2839,No
2840,Yes
2841,No
2842,No
2843,No
2844,No
2845,No
2846,No
2847,Yes
2848,No
2849,No
2850,No
2851,No
2852,No
2853,No
2854,No
2855,Yes
2856,No
2857,Yes
2858,Yes
2859,No
2860,Yes
2861,No
2862,No
2863,No
2864,No
2865,No
2866,No
2867,No
2868,Yes
2869,Yes
2870,Yes
2871,No
2872,No
2873,No
2874,Yes
2875,No
2876,No
2877,No
2878,No
2879,Yes
2880,No
2881,Yes
2882,No
2883,Yes
2884,Yes
2885,No
2886,No
2887,No
2888,No
2889,Yes
2890,Yes
2891,No
2892,No
2893,Yes
2894,Yes
2895,Yes
2896,No
2897,No
2898,No
2899,No
2900,No
2901,No
2902,No
2903,No
2904,No
2905,No
2906,No
2907,No
2908,No
2909,No
2910,Yes
2911,Yes
2912,Yes
2913,Yes
2914,No
2915,Yes
2916,Yes
2917,No
2918,Yes
2919,No
2920,No
2921,Yes
2922,No
2923,No
2924,No
2925,No
2926,No
2927,Yes
2928,No
2929,No
2930,Yes
2931,No
2932,Yes
2933,Yes
2934,Yes
2935,No
2936,No
2937,No
2938,No
2939,Yes
2940,No
2941,No
2942,Yes
2943,No
2944,No
2945,Yes
2946,No
2947,Yes
2948,No
2949,No
2950,No
2951,Yes
2952,No
2953,No
2954,No
2955,No
2956,Yes
2957,Yes
2958,No
2959,Yes
2960,No
2961,No
2962,Yes
2963,No
2964,No
2965,No
2966,No
2967,No
2968,No
2969,No
2970,No
2971,No
2972,No
2973,Yes
2974,Yes
2975,No
2976,No
2977,No
2978,No
2979,No
2980,No
2981,Yes
2982,No
2983,No
2984,No
2985,No
2986,No
2987,Yes
2988,No
2989,No
2990,No
2991,No
2992,No
2993,No
2994,No
2995,No
2996,Yes
2997,No
2998,No
2999,No
3000,No
3001,Yes
3002,No
3003,No
3004,Yes
3005,Yes
3006,No
3007,Yes
3008,No
3009,No
3010,Yes
3011,No
3012,No
3013,No
3014,No
3015,No
3016,No
3017,Yes
3018,No
3019,Yes
3020,No
3021,Yes
3022,No
3023,No
3024,No
3025,No
3026,No
3027,No
3028,Yes
3029,No
3030,No
3031,No
3032,No
3033,No
3034,No
3035,No
3036,No
3037,No
3038,No
3039,No
3040,No
3041,No
3042,No
3043,Yes
3044,Yes
3045,No
3046,No
3047,No
3048,No
3049,No
3050,No
3051,No
3052,No
3053,Yes
3054,No
3055,No
3056,No
3057,No
3058,No
3059,No
3060,No
3061,Yes
3062,No
3063,Yes
3064,No
3065,No
3066,Yes
3067,No
3068,No
3069,Yes
3070,No
3071,No
3072,Yes
3073,No
3074,Yes
3075,No
3076,No
3077,No
3078,No
3079,No
3080,Yes
3081,No
3082,No
3083,Yes
3084,Yes
3085,Yes
3086,No
3087,No
3088,No
3089,No
3090,No
3091,No
3092,Yes
3093,No
3094,No
3095,No
3096,No
3097,Yes
3098,Yes
3099,No
3100,Yes
3101,No
3102,Yes
3103,No
3104,No
3105,Yes
3106,No
3107,Yes
3108,Yes
3109,Yes
3110,No
3111,No
3112,Yes
3113,No
3114,Yes
3115,Yes
3116,No
3117,No
3118,No
3119,No
3120,No
3121,Yes
3122,No
3123,No
3124,Yes
3125,No
3126,No
3127,No
3128,No
3129,No
3130,No
3131,No
3132,No
3133,No
3134,Yes
3135,No
3136,No
3137,No
3138,Yes
3139,Yes
3140,No
3141,Yes
3142,No
3143,Yes
3144,Yes
3145,No
3146,Yes
3147,No
3148,No
3149,No
3150,No
3151,No
3152,No
3153,No
3154,No
3155,No
3156,No
3157,No
3158,No
3159,No
3160,No
3161,Yes
3162,No
3163,No
3164,No
3165,No
3166,No
3167,Yes
3168,No
3169,Yes
3170,Yes
3171,No
3172,No
3173,Yes
3174,No
3175,No
3176,No
3177,No
3178,Yes
3179,Yes
3180,No
3181,Yes
3182,No
3183,No
3184,No
3185,Yes
3186,No
3187,No
3188,Yes
3189,No
3190,No
3191,No
3192,Yes
3193,No
3194,Yes
3195,No
3196,Yes
3197,No
3198,No
3199,No
3200,No
3201,Yes
3202,No
3203,No
3204,Yes
3205,No
3206,No
3207,Yes
3208,Yes
3209,No
3210,Yes
3211,Yes
3212,Yes
3213,No
3214,Yes
3215,No
3216,No
3217,No
3218,Yes
3219,No
3220,No
3221,No
3222,No
3223,Yes
3224,No
3225,No
3226,No
3227,No
3228,Yes
3229,Yes
3230,No
3231,Yes
3232,No
3233,No
3234,Yes
3235,No
3236,No
3237,No
3238,No
3239,No
3240,No
3241,No
3242,Yes
3243,Yes
3244,No
3245,Yes
3246,No
3247,No
3248,No
3249,No
3250,No
3251,No
3252,No
3253,Yes
3254,No
3255,No
3256,No
3257,No
3258,No
3259,No
3260,No
3261,Yes
3262,Yes
3263,Yes
3264,No
3265,No
3266,No
3267,No
3268,Yes
3269,Yes
3270,No
3271,Yes
3272,Yes
3273,Yes
3274,No
3275,Yes
3276,No
3277,No
3278,No
3279,No
3280,Yes
3281,No
3282,No
3283,No
3284,Yes
3285,No
3286,No
3287,No
3288,No
3289,No
3290,No
3291,No
3292,No
3293,No
3294,No
3295,No
3296,No
3297,No
3298,No
3299,No
3300,No
3301,No
3302,No
3303,Yes
3304,Yes
3305,Yes
3306,No
3307,No
3308,Yes
3309,No
3310,No
3311,No
3312,Yes
3313,No
3314,No
3315,Yes
3316,No
3317,No
3318,No
3319,No
3320,No
3321,No
3322,No
3323,No
3324,No
3325,Yes
3326,No
3327,No
3328,No
3329,Yes
3330,No
3331,No
3332,No
3333,No
3334,Yes
3335,No
3336,No
3337,No
3338,No
3339,No
3340,No
3341,Yes
3342,No
3343,No
3344,No
3345,No
3346,Yes
3347,No
3348,No
3349,Yes
3350,No
3351,No
3352,No
3353,No
3354,Yes
3355,No
3356,No
3357,No
3358,No
3359,No
3360,Yes
3361,No
3362,Yes
3363,No
3364,No
3365,No
3366,No
3367,No
3368,Yes
3369,No
3370,Yes
3371,No
3372,Yes
3373,No
3374,No
3375,No
3376,No
3377,No
3378,No
3379,No
3380,Yes
3381,No
3382,No
3383,No
3384,No
3385,No
3386,No
3387,Yes
3388,Yes
3389,Yes
3390,No
3391,No
3392,No
3393,No
3394,No
3395,No
3396,Yes
3397,No
3398,Yes
3399,No
3400,No
3401,No
3402,No
3403,No
3404,Yes
3405,No
3406,Yes
3407,No
3408,Yes
3409,No
3410,No
3411,No
3412,No
3413,No
3414,No
3415,No
3416,Yes
3417,No
3418,No
3419,No
3420,No
3421,No
3422,No
3423,No
3424,Yes
3425,Yes
3426,No
3427,No
3428,Yes
3429,No
3430,No
3431,No
3432,No
3433,No
3434,No
3435,No
3436,No
3437,No
3438,Yes
3439,No
3440,No
3441,No
3442,Yes
3443,No
3444,No
3445,No
3446,Yes
3447,No
3448,No
3449,Yes
3450,No
3451,No
3452,Yes
3453,No
3454,Yes
3455,No
3456,No
3457,No
3458,No
3459,Yes
3460,Yes
3461,No
3462,Yes
3463,No
3464,No
3465,No
3466,No
3467,Yes
3468,No
3469,No
3470,No
3471,No
3472,No
3473,No
3474,No
3475,No
3476,No
3477,No
3478,No
3479,No
3480,No
3481,No
3482,No
3483,Yes
3484,No
3485,No
3486,No
3487,Yes
3488,No
3489,Yes
3490,No
3491,No
3492,No
3493,No
3494,No
3495,No
3496,No
3497,No
3498,No
3499,Yes
3500,No
3501,No
3502,No
3503,No
3504,No
3505,Yes
3506,No
3507,No
3508,No
3509,Yes
3510,Yes
3511,No
3512,Yes
3513,Yes
3514,Yes
3515,No
3516,No
3517,No
3518,No
3519,Yes
3520,No
3521,Yes
3522,No
3523,No
3524,No
3525,No
3526,No
3527,No
3528,Yes
3529,No
3530,No
3531,No
3532,No
3533,Yes
3534,No
3535,No
3536,No
3537,No
3538,No
3539,Yes
3540,No
3541,No
3542,No
3543,No
3544,No
3545,Yes
3546,No
3547,No
3548,No
3549,Yes
3550,No
3551,Yes
3552,No
3553,No
3554,No
3555,No
3556,Yes
3557,No
3558,No
3559,No
3560,Yes
3561,Yes
3562,No
3563,Yes
3564,No
3565,No
3566,No
3567,No
3568,No
3569,No
3570,Yes
3571,No
3572,No
3573,No
3574,No
3575,No
3576,No
3577,No
3578,No
3579,No
3580,No
3581,No
3582,Yes
3583,No
3584,No
3585,No
3586,No
3587,Yes
3588,No
3589,Yes
3590,No
3591,No
3592,No
3593,Yes
3594,No
3595,Yes
3596,No
3597,Yes
3598,No
3599,No
3600,Yes
3601,No
3602,No
3603,No
3604,Yes
3605,No
3606,No
3607,No
3608,Yes
3609,No
3610,No
3611,No
3612,No
3613,No
3614,No
3615,No
3616,No
3617,Yes
3618,Yes
3619,No
3620,No
3621,No
3622,Yes
3623,No
3624,No
3625,No
3626,No
3627,No
3628,No
3629,Yes
3630,No
3631,Yes
3632,Yes
3633,No
3634,No
3635,No
3636,No
3637,Yes
3638,Yes
3639,No
3640,No
3641,No
3642,Yes
3643,No
3644,Yes
3645,Yes
3646,No
3647,No
3648,No
3649,No
3650,No
3651,No
3652,No
3653,Yes
3654,Yes
3655,No
3656,Yes
3657,Yes
3658,Yes
3659,No
3660,Yes
3661,No
3662,No
3663,No
3664,No
3665,No
3666,Yes
3667,No
3668,No
3669,No
3670,Yes
3671,No
3672,Yes
3673,No
3674,No
3675,No
3676,No
3677,No
3678,No
3679,No
3680,No
3681,No
3682,No
3683,Yes
3684,No
3685,No
3686,No
3687,No
3688,No
3689,No
3690,No
3691,No
3692,No
3693,No
3694,No
3695,No
3696,No
3697,No
3698,No
3699,No
3700,Yes
3701,No
3702,No
3703,No
3704,No
3705,No
3706,Yes
3707,No
3708,No
3709,No
3710,No
3711,No
3712,No
3713,No
3714,No
3715,Yes
3716,No
3717,No
3718,No
3719,Yes
3720,No
3721,No
3722,No
3723,Yes
3724,No
3725,No
3726,Yes
3727,Yes
3728,No
3729,Yes
3730,No
3731,No
3732,No
3733,No
3734,No
3735,Yes
3736,No
3737,No
3738,No
3739,No
3740,No
3741,No
3742,No
3743,No
3744,Yes
3745,No
3746,No
3747,No
3748,Yes
3749,No
3750,No
3751,No
3752,Yes
3753,No
3754,Yes
3755,No
3756,Yes
3757,No
3758,No
3759,No
3760,No
3761,Yes
3762,No
3763,No
3764,No
3765,No
3766,Yes
3767,No
3768,No
3769,No
3770,Yes
3771,No
3772,No
3773,Yes
3774,No
3775,No
3776,No
3777,No
3778,No
3779,No
3780,No
3781,No
3782,No
3783,No
3784,No
3785,Yes
3786,Yes
3787,No
3788,No
3789,No
3790,Yes
3791,No
3792,No
3793,No
3794,No
3795,No
3796,No
3797,No
3798,No
3799,No
3800,Yes
3801,No
3802,No
3803,No
3804,No
3805,No
3806,No
3807,No
3808,No
3809,Yes
3810,Yes
3811,Yes
3812,No
3813,No
3814,No
3815,No
3816,No
3817,No
3818,Yes
3819,Yes
3820,Yes
3821,Yes
3822,Yes
3823,No
3824,Yes
3825,Yes
3826,Yes
3827,Yes
3828,Yes
3829,No
3830,Yes
3831,No
3832,No
3833,No
3834,No
3835,Yes
3836,Yes
3837,No
3838,No
3839,No
3840,No
3841,Yes
3842,Yes
3843,No
3844,No
3845,No
3846,Yes
3847,No
3848,No
3849,Yes
3850,No
3851,No
3852,No
3853,No
3854,No
3855,No
3856,No
3857,No
3858,Yes
3859,No
3860,No
3861,No
3862,No
3863,No
3864,No
3865,Yes
3866,Yes
3867,No
3868,Yes
3869,No
3870,No
3871,No
3872,Yes
3873,Yes
3874,No
3875,No
3876,No
3877,Yes
3878,No
3879,Yes
3880,No
3881,No
3882,No
3883,No
3884,No
3885,No
3886,Yes
3887,No
3888,No
3889,No
3890,No
3891,No
3892,Yes
3893,No
3894,No
3895,Yes
3896,No
3897,No
3898,No
3899,No
3900,No
3901,No
3902,Yes
3903,No
3904,No
3905,No
3906,No
3907,Yes
3908,No
3909,No
3910,No
3911,No
3912,No
3913,No
3914,Yes
3915,No
3916,Yes
3917,No
3918,Yes
3919,No
3920,No
3921,No
3922,Yes
3923,Yes
3924,Yes
3925,Yes
3926,No
3927,No
3928,Yes
3929,Yes
3930,No
3931,No
3932,No
3933,No
3934,No
3935,Yes
3936,No
3937,No
3938,No
3939,No
3940,No
3941,No
3942,No
3943,No
3944,No
3945,No
3946,No
3947,No
3948,Yes
3949,Yes
3950,No
3951,No
3952,No
3953,No
3954,No
3955,No
3956,No
3957,No
3958,Yes
3959,No
3960,No
3961,No
3962,No
3963,No
3964,No
3965,No
3966,No
3967,No
3968,Yes
3969,Yes
3970,No
3971,No
3972,No
3973,No
3974,No
3975,No
3976,No
3977,No
3978,Yes
3979,No
3980,Yes
3981,No
3982,No
3983,No
3984,Yes
3985,No
3986,Yes
3987,No
3988,Yes
3989,No
3990,No
3991,Yes
3992,No
3993,No
3994,No
3995,No
3996,No
3997,No
3998,No
3999,No
4000,No
4001,No
4002,Yes
4003,No
4004,No
4005,No
4006,No
4007,No
4008,No
4009,No
4010,No
4011,Yes
4012,No
4013,No
4014,Yes
4015,Yes
4016,No
4017,No
4018,No
4019,No
4020,Yes
4021,No
4022,No
4023,Yes
4024,No
4025,No
4026,Yes
4027,No
4028,Yes
4029,No
4030,No
4031,No
4032,No
4033,No
4034,Yes
4035,No
4036,No
4037,Yes
4038,No
4039,No
4040,Yes
4041,No
4042,No
4043,No
4044,No
4045,No
4046,No
4047,Yes
4048,No
4049,No
4050,No
4051,No
4052,No
4053,No
4054,No
4055,No
4056,No
4057,No
4058,No
4059,No
4060,No
4061,No
4062,Yes
4063,No
4064,No
4065,Yes
4066,No
4067,No
4068,No
4069,No
4070,Yes
4071,Yes
4072,Yes
4073,Yes
4074,Yes
4075,Yes
4076,No
4077,Yes
4078,No
4079,No
4080,No
4081,No
4082,No
4083,No
4084,No
4085,No
4086,No
4087,Yes
4088,No
4089,Yes
4090,Yes
4091,Yes
4092,No
4093,No
4094,No
4095,Yes
4096,Yes
4097,No
4098,Yes
4099,Yes
4100,No
4101,No
4102,Yes
4103,No
4104,No
4105,No
4106,No
4107,No
4108,Yes
4109,No
4110,No
4111,No
4112,No
4113,Yes
4114,Yes
4115,No
4116,Yes
4117,No
4118,Yes
4119,Yes
4120,No
4121,Yes
4122,No
4123,No
4124,No
4125,No
4126,Yes
4127,No
4128,Yes
4129,No
4130,No
4131,No
4132,No
4133,Yes
4134,No
4135,Yes
4136,Yes
4137,No
4138,Yes
4139,No
4140,No
4141,Yes
4142,Yes
4143,No
4144,Yes
4145,No
4146,No
4147,No
4148,No
4149,Yes
4150,No
4151,No
4152,No
4153,No
4154,No
4155,Yes
4156,Yes
4157,Yes
4158,No
4159,No
4160,Yes
4161,No
4162,No
4163,Yes
4164,No
4165,No
4166,No
4167,No
4168,Yes
4169,No
4170,Yes
4171,No
4172,Yes
4173,Yes
4174,No
4175,Yes
4176,No
4177,Yes
4178,No
4179,No
4180,No
4181,Yes
4182,Yes
4183,No
4184,No
4185,No
4186,No
4187,No
4188,No
4189,Yes
4190,No
4191,Yes
4192,No
4193,No
4194,No
4195,No
4196,No
4197,No
4198,No
4199,No
4200,No
4201,No
4202,No
4203,No
4204,No
4205,No
4206,No
4207,Yes
4208,No
4209,No
4210,No
4211,Yes
4212,No
4213,No
4214,No
4215,No
4216,No
4217,No
4218,No
4219,No
4220,No
4221,No
4222,Yes
4223,No
4224,No
4225,No
4226,No
4227,No
4228,No
4229,Yes
4230,Yes
4231,Yes
4232,No
4233,No
4234,No
4235,No
4236,No
4237,Yes
4238,Yes
4239,Yes
4240,No
4241,Yes
4242,Yes
4243,No
4244,No
4245,Yes
4246,No
4247,No
4248,No
4249,No
4250,Yes
4251,No
4252,No
4253,No
4254,No
4255,No
4256,No
4257,Yes
4258,No
4259,Yes
4260,Yes
4261,No
4262,Yes
4263,No
4264,Yes
4265,No
4266,No
4267,No
4268,No
4269,No
4270,No
4271,No
4272,No
4273,Yes
4274,No
4275,No
4276,No
4277,No
4278,No
4279,No
4280,Yes
4281,No
4282,Yes
4283,No
4284,No
4285,No
4286,No
4287,Yes
4288,No
4289,No
4290,No
4291,No
4292,No
4293,No
4294,No
4295,No
4296,No
4297,Yes
4298,No
4299,No
4300,Yes
4301,No
4302,No
4303,No
4304,Yes
4305,No
4306,Yes
4307,No
4308,No
4309,No
4310,Yes
4311,Yes
4312,No
4313,No
4314,No
4315,No
4316,No
4317,No
4318,Yes
4319,No
4320,No
4321,No
4322,No
4323,No
4324,No
4325,No
4326,No
4327,Yes
4328,No
4329,No
4330,Yes
4331,Yes
4332,No
4333,No
4334,No
4335,No
4336,No
4337,No
4338,No
4339,No
4340,No
4341,Yes
4342,No
4343,No
4344,No
4345,No
4346,No
4347,No
4348,No
4349,No
4350,No
4351,No
4352,Yes
4353,No
4354,Yes
4355,No
4356,No
4357,No
4358,Yes
4359,No
4360,No
4361,No
4362,No
4363,No
4364,No
4365,Yes
4366,Yes
4367,No
4368,No
4369,No
4370,No
4371,No
4372,Yes
4373,Yes
4374,No
4375,No
4376,No
4377,No
4378,Yes
4379,No
4380,Yes
4381,No
4382,No
4383,No
4384,No
4385,No
4386,Yes
4387,Yes
4388,Yes
4389,No
4390,Yes
4391,No
4392,Yes
4393,No
4394,Yes
4395,No
4396,No
4397,No
4398,No
4399,Yes
4400,No
4401,Yes
4402,No
4403,No
4404,No
4405,Yes
4406,No
4407,Yes
4408,Yes
4409,No
4410,No
4411,No
4412,No
4413,No
4414,Yes
4415,No
4416,Yes
4417,No
4418,No
4419,No
4420,No
4421,No
4422,No
4423,No
4424,No
4425,No
4426,No
4427,No
4428,No
4429,Yes
4430,No
4431,No
4432,No
4433,Yes
4434,Yes
4435,No
4436,No
4437,No
4438,No
4439,Yes
4440,No
4441,No
4442,No
4443,Yes
4444,Yes
4445,No
4446,No
4447,No
4448,No
4449,Yes
4450,Yes
4451,Yes
4452,No
4453,No
4454,No
4455,No
4456,No
4457,No
4458,Yes
4459,Yes
4460,No
4461,No
4462,No
4463,No
4464,No
4465,Yes
4466,Yes
4467,No
4468,Yes
4469,No
4470,No
4471,No
4472,No
4473,No
4474,No
4475,No
4476,No
4477,No
4478,No
4479,No
4480,No
4481,No
4482,No
4483,No
4484,No
4485,No
4486,No
4487,Yes
4488,No
4489,Yes
4490,No
4491,No
4492,No
4493,No
4494,No
4495,Yes
4496,No
4497,No
4498,No
4499,No
4500,Yes
4501,No
4502,No
4503,Yes
4504,No
4505,No
4506,No
4507,Yes
4508,No
4509,Yes
4510,No
4511,Yes
4512,Yes
4513,No
4514,No
4515,No
4516,No
4517,No
4518,Yes
4519,Yes
4520,Yes
4521,No
4522,Yes
4523,Yes
4524,Yes
4525,No
4526,No
4527,No
4528,No
4529,No
4530,Yes
4531,No
4532,No
4533,No
4534,Yes
4535,No
4536,No
4537,No
4538,No
4539,No
4540,No
4541,No
4542,No
4543,Yes
4544,No
4545,Yes
4546,Yes
4547,No
4548,No
4549,No
4550,No
4551,No
4552,No
4553,No
4554,No
4555,No
4556,No
4557,No
4558,No
4559,No
4560,No
4561,No
4562,Yes
4563,Yes
4564,Yes
4565,No
4566,No
4567,No
4568,Yes
4569,No
4570,No
4571,No
4572,No
4573,No
4574,No
4575,No
4576,Yes
4577,Yes
4578,No
4579,No
4580,No
4581,Yes
4582,Yes
4583,No
4584,Yes
4585,No
4586,No
4587,No
4588,No
4589,No
4590,No
4591,No
4592,Yes
4593,No
4594,No
4595,Yes
4596,No
4597,No
4598,Yes
4599,No
4600,No
4601,No
4602,No
4603,Yes
4604,No
4605,No
4606,Yes
4607,No
4608,No
4609,No
4610,No
4611,No
4612,Yes
4613,No
4614,Yes
4615,No
4616,No
4617,No
4618,No
4619,Yes
4620,No
4621,No
4622,Yes
4623,No
4624,No
4625,No
4626,Yes
4627,Yes
4628,No
4629,No
4630,Yes
4631,No
4632,No
4633,Yes
4634,No
4635,No
4636,No
4637,Yes
4638,Yes
4639,No
4640,No
4641,No
4642,No
4643,No
4644,No
4645,Yes
4646,No
4647,No
4648,Yes
4649,No
4650,No
4651,No
4652,No
4653,Yes
4654,No
4655,No
4656,Yes
4657,No
4658,No
4659,Yes
4660,Yes
4661,No
4662,No
4663,Yes
4664,No
4665,No
4666,No
4667,No
4668,No
4669,No
4670,No
4671,No
4672,No
4673,Yes
4674,No
4675,No
4676,No
4677,No
4678,No
4679,Yes
4680,No
4681,No
4682,Yes
4683,Yes
4684,No
4685,No
4686,No
4687,Yes
4688,No
4689,No
4690,No
4691,No
4692,No
4693,No
4694,No
4695,No
4696,No
4697,No
4698,No
4699,Yes
4700,Yes
4701,Yes
4702,No
4703,No
4704,Yes
4705,Yes
4706,Yes
4707,No
4708,No
4709,No
4710,No
4711,No
4712,No
4713,Yes
4714,Yes
4715,No
4716,Yes
4717,Yes
4718,Yes
4719,No
4720,No
4721,No
4722,No
4723,Yes
4724,Yes
4725,Yes
4726,No
4727,No
4728,No
4729,No
4730,No
4731,No
4732,No
4733,No
4734,No
4735,No
4736,No
4737,No
4738,Yes
4739,No
4740,No
4741,No
4742,No
4743,No
4744,No
4745,No
4746,No
4747,No
4748,Yes
4749,No
4750,Yes
4751,No
4752,Yes
4753,No
4754,No
4755,No
4756,No
4757,No
4758,Yes
4759,Yes
4760,Yes
4761,No
4762,No
4763,No
4764,Yes
4765,No
4766,No
4767,No
4768,No
4769,No
4770,No
4771,Yes
4772,No
4773,No
4774,No
4775,Yes
4776,No
4777,No
4778,No
4779,Yes
4780,No
4781,No
4782,No
4783,No
4784,No
4785,Yes
4786,No
4787,No
4788,Yes
4789,No
4790,No
4791,Yes
4792,No
4793,Yes
4794,Yes
4795,No
4796,Yes
4797,No
4798,No
4799,Yes
4800,Yes
4801,No
4802,No
4803,Yes
4804,No
4805,No
4806,No
4807,No
4808,No
4809,No
4810,No
4811,No
4812,No
4813,No
4814,Yes
4815,No
4816,No
4817,No
4818,Yes
4819,Yes
4820,No
4821,Yes
4822,No
4823,Yes
4824,Yes
4825,No
4826,No
4827,No
4828,No
4829,No
4830,Yes
4831,No
4832,Yes
4833,No
4834,No
4835,No
4836,No
4837,No
4838,Yes
4839,Yes
4840,No
4841,No
4842,No
4843,No
4844,Yes
4845,Yes
4846,Yes
4847,No
4848,Yes
4849,No
4850,No
4851,No
4852,No
4853,No
4854,Yes
4855,No
4856,No
4857,No
4858,No
4859,Yes
4860,No
4861,No
4862,Yes
4863,Yes
4864,Yes
4865,Yes
4866,No
4867,No
4868,No
4869,No
4870,Yes
4871,No
4872,No
4873,No
4874,No
4875,No
4876,No
4877,No
4878,Yes
4879,No
4880,Yes
4881,Yes
4882,No
4883,No
4884,No
4885,Yes
4886,No
4887,Yes
4888,No
4889,No
4890,No
4891,Yes
4892,No
4893,No
4894,Yes
4895,Yes
4896,Yes
4897,No
4898,No
4899,No
4900,No
4901,Yes
4902,Yes
4903,No
4904,No
4905,No
4906,No
4907,No
4908,No
4909,Yes
4910,No
4911,Yes
4912,No
4913,Yes
4914,No
4915,No
4916,No
4917,No
4918,No
4919,No
4920,No
4921,No
4922,No
4923,Yes
4924,No
4925,No
4926,Yes
4927,Yes
4928,No
4929,No
4930,No
4931,No
4932,No
4933,No
4934,No
4935,No
4936,No
4937,No
4938,No
4939,No
4940,Yes
4941,No
4942,No
4943,No
4944,No
4945,Yes
4946,Yes
4947,No
4948,Yes
4949,No
4950,No
4951,No
4952,No
4953,Yes
4954,No
4955,No
4956,Yes
4957,No
4958,No
4959,No
4960,No
4961,Yes
4962,No
4963,Yes
4964,No
4965,No
4966,No
4967,No
4968,No
4969,No
4970,No
4971,No
4972,No
4973,No
4974,No
4975,No
4976,No
4977,Yes
4978,Yes
4979,Yes
4980,No
4981,No
4982,No
4983,No
4984,No
4985,No
4986,No
4987,No
4988,Yes
4989,No
4990,No
4991,No
4992,No
4993,Yes
4994,No
4995,No
4996,No
4997,No
4998,Yes
4999,No
5000,No
5001,No
5002,No
5003,Yes
5004,No
5005,Yes
5006,No
5007,Yes
5008,No
5009,No
5010,No
5011,Yes
5012,No
5013,No
5014,No
5015,No
5016,No
5017,No
5018,No
5019,No
5020,No
5021,No
5022,No
5023,No
5024,No
5025,No
5026,No
5027,No
5028,No
5029,No
5030,No
5031,No
5032,No
5033,Yes
5034,No
5035,Yes
5036,Yes
5037,No
5038,Yes
5039,No
5040,Yes
5041,Yes
5042,No
5043,No
5044,No
5045,Yes
5046,No
5047,No
5048,No
5049,No
5050,Yes
5051,No
5052,No
5053,No
5054,Yes
5055,No
5056,No
5057,No
5058,No
5059,No
5060,No
5061,No
5062,No
5063,No
5064,No
5065,No
5066,Yes
5067,No
5068,No
5069,No
5070,No
5071,No
5072,No
5073,No
5074,Yes
5075,Yes
5076,No
5077,No
5078,No
5079,No
5080,No
5081,No
5082,No
5083,No
5084,Yes
5085,No
5086,Yes
5087,No
5088,No
5089,No
5090,No
5091,Yes
5092,Yes
5093,No
5094,No
5095,No
5096,Yes
5097,No
5098,No
5099,No
5100,No
5101,No
5102,No
5103,No
5104,No
5105,No
5106,No
5107,No
5108,No
5109,No
5110,No
5111,No
5112,No
5113,No
5114,Yes
5115,No
5116,No
5117,No
5118,Yes
5119,Yes
5120,Yes
5121,Yes
5122,Yes
5123,No
5124,Yes
5125,No
5126,No
5127,No
5128,Yes
5129,No
5130,No
5131,No
5132,No
5133,No
5134,No
5135,No
5136,No
5137,No
5138,No
5139,Yes
5140,No
5141,No
5142,No
5143,No
5144,No
5145,No
5146,No
5147,No
5148,No
5149,No
5150,No
5151,Yes
5152,No
5153,No
5154,No
5155,No
5156,Yes
5157,No
5158,No
5159,No
5160,No
5161,No
5162,No
5163,Yes
5164,Yes
5165,No
5166,Yes
5167,No
5168,No
5169,No
5170,Yes
5171,Yes
5172,Yes
5173,No
5174,No
5175,No
5176,No
5177,No
5178,No
5179,No
5180,No
5181,No
5182,No
5183,No
5184,No
5185,No
5186,No
5187,No
5188,No
5189,No
5190,No
5191,No
5192,No
5193,Yes
5194,Yes
5195,No
5196,No
5197,No
5198,No
5199,No
5200,No
5201,No
5202,No
5203,No
5204,Yes
5205,No
5206,No
5207,No
5208,Yes
5209,Yes
5210,Yes
5211,No
5212,No
5213,No
5214,Yes
5215,No
5216,No
5217,No
5218,No
5219,No
5220,No
5221,Yes
5222,No
5223,No
5224,No
5225,No
5226,No
5227,No
5228,Yes
5229,Yes
5230,No
5231,No
5232,No
5233,Yes
5234,No
5235,No
5236,No
5237,No
5238,Yes
5239,No
5240,No
5241,No
5242,No
5243,No
5244,No
